vertrag_id,policennummer_anzeige,produkt_id,sparte,tarifgeneration_id,markt,waehrung,versicherungsnehmer_id,vermittler_id,kanal,sachbearbeiter_id,antrag_id,beginn,ablauf,laufzeit_jahre,hauptfaelligkeit,zahlungsweise,zahlungsart,jahrespraemie_netto,jahrespraemie_brutto,einmalpraemie,versicherungssumme,status,status_seit,storno_datum,storno_grund_code,kuendigungsfrist_monate,naechste_kuendigungsmoeglichkeit,risikoklasse_uw,mahnstufe_aktuell,herkunft,quellsystem,migriert_am,erstellt_am,bemerkung
VTR-00002053,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000065,VRM-00017,direkt,MIT-00008,ANT-00002053,2025-03-01,,,2025-03-01,JAEHRLICH,KREDITKARTE,110.75,116.29,,10000000.0,AKTIV,2025-03-01,,,3.0,2026-03-01,NORMAL,0,minzia,MINT,,2025-01-26,
VTR-00002054,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000248,VRM-00019,direkt,MIT-00019,ANT-00002054,2017-08-01,,,2017-08-01,JAEHRLICH,EBILL,81.29,96.74,,20000000.0,AKTIV,2017-08-01,,,3.0,2026-08-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2017-07-23,
VTR-00002055,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000083,VRM-00005,agentur,MIT-00008,ANT-00002055,2016-05-01,,,2016-05-01,JAEHRLICH,EBILL,80.0,84.0,,5000000.0,AKTIV,2016-05-01,,,3.0,2026-05-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2016-04-07,
VTR-00002056,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000028,VRM-00009,direkt,MIT-00044,ANT-00002056,2024-04-01,,,2024-04-01,HALBJAEHRLICH,LASTSCHRIFT,53.21,63.32,,10000000.0,AKTIV,2024-04-01,,,3.0,2026-04-01,NORMAL,0,minzia,MINT,,2024-02-28,
VTR-00002057,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000818,VRM-00025,agentur,MIT-00008,ANT-00002057,2015-08-01,,,2015-08-01,JAEHRLICH,LASTSCHRIFT,133.7,140.38,,5000000.0,AKTIV,2015-08-01,,,3.0,2026-08-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2015-06-23,
VTR-00002058,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000872,VRM-00019,direkt,MIT-00044,ANT-00002058,2016-05-01,,,2016-05-01,JAEHRLICH,RECHNUNG,113.07,134.55,,10000000.0,AKTIV,2016-05-01,,,3.0,2026-05-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2016-04-29,
VTR-00002059,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000613,VRM-00012,agentur,MIT-00008,ANT-00002059,2016-05-01,,,2016-05-01,JAEHRLICH,LASTSCHRIFT,141.1,148.15,,5000000.0,GEKUENDIGT_VN,2017-06-01,2017-06-01,K03,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2016-04-10,
VTR-00002060,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000486,VRM-00011,agentur,MIT-00008,ANT-00002060,2025-12-01,,,2025-12-01,JAEHRLICH,LASTSCHRIFT,109.2,114.66,,5000000.0,AKTIV,2025-12-01,,,3.0,2026-12-01,NORMAL,0,pfefferminz,MINT,,2025-10-30,
VTR-00002061,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000273,VRM-00019,direkt,MIT-00044,ANT-00002061,2022-10-01,,,2022-10-01,JAEHRLICH,LASTSCHRIFT,73.81,87.83,,5000000.0,AKTIV,2022-10-01,,,3.0,2026-10-01,NORMAL,0,minzia,MINT,,2022-09-19,
VTR-00002062,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000167,VRM-00009,direkt,MIT-00019,ANT-00002062,2023-04-01,,,2023-04-01,VIERTELJAEHRLICH,LASTSCHRIFT,90.33,107.49,,50000000.0,AKTIV,2023-04-01,,,3.0,2026-04-01,NORMAL,0,minzia,MINT,,2023-02-24,
VTR-00002063,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000247,VRM-00004,agentur,MIT-00008,ANT-00002063,2016-05-01,,,2016-05-01,JAEHRLICH,RECHNUNG,104.25,109.46,,5000000.0,AKTIV,2016-05-01,,,3.0,2026-05-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2016-03-31,
VTR-00002064,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000181,VRM-00021,makler,MIT-00044,ANT-00002064,2014-03-01,,,2014-03-01,JAEHRLICH,RECHNUNG,95.96,114.19,,20000000.0,GEKUENDIGT_VU,2017-08-01,2017-08-01,K10,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2014-02-15,
VTR-00002065,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000385,VRM-00005,agentur,MIT-00008,ANT-00002065,2019-10-01,,,2019-10-01,JAEHRLICH,LASTSCHRIFT,127.24,133.6,,10000000.0,AKTIV,2019-10-01,,,3.0,2026-10-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2019-09-02,
VTR-00002066,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000519,VRM-00021,makler,MIT-00044,ANT-00002066,2014-09-01,,,2014-09-01,HALBJAEHRLICH,RECHNUNG,158.79,188.96,,20000000.0,STORNIERT,2019-10-01,2019-10-01,K12,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2014-08-30,
VTR-00002067,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000249,VRM-00031,agentur,MIT-00008,ANT-00002067,2020-12-01,,,2020-12-01,VIERTELJAEHRLICH,LASTSCHRIFT,141.1,148.15,,5000000.0,AKTIV,2020-12-01,,,3.0,2026-12-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2020-10-25,
VTR-00002068,,HP-PRIV,HP,PM-2025,DE,EUR,PTR-00000327,VRM-00019,direkt,MIT-00008,ANT-00002068,2025-07-01,,,2025-07-01,JAEHRLICH,RECHNUNG,102.63,122.13,,50000000.0,AKTIV,2025-07-01,,,3.0,2026-07-01,NORMAL,0,pfefferminz,MINT,,2025-05-30,
VTR-00002069,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000888,VRM-00014,direkt,MIT-00008,ANT-00002069,2018-10-01,,,2018-10-01,HALBJAEHRLICH,RECHNUNG,160.4,168.42,,5000000.0,GEKUENDIGT_VN,2023-10-01,2023-10-01,K17,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2018-08-27,
VTR-00002070,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000231,VRM-00029,direkt,MIT-00044,ANT-00002070,2021-02-01,,,2021-02-01,JAEHRLICH,LASTSCHRIFT,51.43,61.2,,50000000.0,GEKUENDIGT_VN,2023-06-01,2023-06-01,K01,3.0,,NORMAL,0,minzia,MINT,,2021-01-18,
VTR-00002071,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000561,VRM-00014,direkt,MIT-00008,ANT-00002071,2025-04-01,,,2025-04-01,JAEHRLICH,LASTSCHRIFT,145.95,153.25,,5000000.0,AKTIV,2025-04-01,,,3.0,2026-04-01,NORMAL,0,minzia,MINT,,2025-03-23,
VTR-00002072,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000606,VRM-00013,direkt,MIT-00044,ANT-00002072,2024-12-01,,,2024-12-01,VIERTELJAEHRLICH,KREDITKARTE,64.38,76.61,,10000000.0,AKTIV,2024-12-01,,,3.0,2026-12-01,NORMAL,0,minzia,MINT,,2024-11-03,
VTR-00002073,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000741,VRM-00019,direkt,MIT-00044,ANT-00002073,2021-05-01,,,2021-05-01,HALBJAEHRLICH,LASTSCHRIFT,77.41,92.12,,50000000.0,AKTIV,2021-05-01,,,3.0,2026-05-01,NORMAL,0,minzia,MINT,,2021-04-12,
VTR-00002074,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000043,VRM-00014,direkt,MIT-00008,ANT-00002074,2017-07-01,,,2017-07-01,JAEHRLICH,LASTSCHRIFT,215.6,226.38,,5000000.0,AKTIV,2017-07-01,,,3.0,2026-07-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2017-06-25,
VTR-00002075,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000582,VRM-00009,direkt,MIT-00008,ANT-00002075,2022-10-01,,,2022-10-01,HALBJAEHRLICH,LASTSCHRIFT,45.0,53.55,,10000000.0,GEKUENDIGT_VN,2023-02-01,2023-02-01,K01,3.0,,NORMAL,0,minzia,MINT,,2022-09-20,
VTR-00002076,,HP-PRIV,HP,PM-2025,DE,EUR,PTR-00000482,VRM-00034,makler,MIT-00019,ANT-00002076,2025-02-01,,,2025-02-01,JAEHRLICH,EBILL,68.21,81.17,,5000000.0,AKTIV,2025-02-01,,,3.0,2026-02-01,NORMAL,0,pfefferminz,MINT,,2024-12-26,
VTR-00002077,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000985,VRM-00009,direkt,MIT-00019,ANT-00002077,2021-12-01,,,2021-12-01,MONATLICH,LASTSCHRIFT,79.45,94.55,,5000000.0,GEKUENDIGT_VN,2024-08-01,2024-08-01,K01,3.0,,NORMAL,0,minzia,MINT,,2021-10-31,
VTR-00002078,,HP-PRIV,HP,HP-KLASSIK,CH,CHF,PTR-00000828,VRM-00014,direkt,MIT-00008,ANT-00002078,2012-02-01,,,2012-02-01,JAEHRLICH,RECHNUNG,88.47,92.9,,5000000.0,AKTIV,2012-02-01,,,3.0,2026-02-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2012-01-29,
VTR-00002079,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000790,VRM-00014,direkt,MIT-00008,ANT-00002079,2017-06-01,,,2017-06-01,JAEHRLICH,LASTSCHRIFT,93.8,98.49,,5000000.0,AKTIV,2017-06-01,,,3.0,2026-06-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2017-05-28,
VTR-00002080,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000320,VRM-00003,direkt,MIT-00044,ANT-00002080,2023-05-01,,,2023-05-01,HALBJAEHRLICH,LASTSCHRIFT,59.34,70.61,,10000000.0,GEKUENDIGT_VN,2024-08-01,2024-08-01,K01,3.0,,NORMAL,0,minzia,MINT,,2023-03-27,
VTR-00002081,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000517,VRM-00028,direkt,MIT-00019,ANT-00002081,2024-12-01,,,2024-12-01,VIERTELJAEHRLICH,RECHNUNG,59.6,70.92,,50000000.0,AKTIV,2024-12-01,,,3.0,2026-12-01,NORMAL,0,minzia,MINT,,2024-11-20,
VTR-00002082,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000690,VRM-00003,direkt,MIT-00044,ANT-00002082,2021-03-01,,,2021-03-01,JAEHRLICH,LASTSCHRIFT,90.03,107.14,,10000000.0,STORNIERT,2022-09-01,2022-09-01,K13,3.0,,NORMAL,0,minzia,MINT,,2021-01-22,
VTR-00002083,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000637,VRM-00001,direkt,MIT-00008,ANT-00002083,2021-11-01,,,2021-11-01,JAEHRLICH,LASTSCHRIFT,74.23,88.33,,10000000.0,GEKUENDIGT_VN,2022-09-01,2022-09-01,K01,3.0,,NORMAL,0,minzia,MINT,,2021-09-29,
VTR-00002084,,HP-PRIV,HP,PM-2025,DE,EUR,PTR-00000274,VRM-00003,direkt,MIT-00019,ANT-00002084,2025-02-01,,,2025-02-01,JAEHRLICH,RECHNUNG,66.37,78.98,,10000000.0,AKTIV,2025-02-01,,,3.0,2026-02-01,NORMAL,0,pfefferminz,MINT,,2025-01-06,
VTR-00002085,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000730,VRM-00026,agentur,MIT-00008,ANT-00002085,2013-10-01,,,2013-10-01,VIERTELJAEHRLICH,RECHNUNG,122.3,128.42,,5000000.0,GEKUENDIGT_VN,2023-11-01,2023-11-01,K01,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2013-09-29,
VTR-00002086,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000934,VRM-00029,direkt,MIT-00019,ANT-00002086,2024-11-01,,,2024-11-01,JAEHRLICH,RECHNUNG,63.91,76.05,,10000000.0,AKTIV,2024-11-01,,,3.0,2026-11-01,NORMAL,0,minzia,MINT,,2024-10-07,
VTR-00002087,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000328,VRM-00014,direkt,MIT-00008,ANT-00002087,2015-02-01,,,2015-02-01,JAEHRLICH,RECHNUNG,161.25,169.31,,5000000.0,AKTIV,2015-02-01,,,3.0,2026-02-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2015-01-12,
VTR-00002088,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000024,VRM-00028,direkt,MIT-00044,ANT-00002088,2024-04-01,,,2024-04-01,JAEHRLICH,LASTSCHRIFT,77.62,92.37,,5000000.0,AKTIV,2024-04-01,,,3.0,2026-04-01,NORMAL,0,minzia,MINT,,2024-03-15,
VTR-00002089,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000153,VRM-00017,direkt,MIT-00008,ANT-00002089,2025-04-01,,,2025-04-01,JAEHRLICH,LASTSCHRIFT,131.0,137.55,,5000000.0,AKTIV,2025-04-01,,,3.0,2026-04-01,NORMAL,0,minzia,MINT,,2025-03-25,
VTR-00002090,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000078,VRM-00020,direkt,MIT-00044,ANT-00002090,2024-07-01,,,2024-07-01,JAEHRLICH,LASTSCHRIFT,45.15,53.73,,20000000.0,AKTIV,2024-07-01,,,3.0,2026-07-01,NORMAL,0,minzia,MINT,,2024-06-17,
VTR-00002091,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000230,VRM-00001,direkt,MIT-00019,ANT-00002091,2022-08-01,,,2022-08-01,HALBJAEHRLICH,LASTSCHRIFT,110.32,131.28,,20000000.0,AKTIV,2022-08-01,,,3.0,2026-08-01,NORMAL,0,minzia,MINT,,2022-07-17,
VTR-00002092,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000334,VRM-00019,direkt,MIT-00019,ANT-00002092,2023-01-01,,,2023-01-01,VIERTELJAEHRLICH,LASTSCHRIFT,63.91,76.05,,10000000.0,AKTIV,2023-01-01,,,3.0,2026-01-01,NORMAL,0,minzia,MINT,,2022-12-08,
VTR-00002093,,HP-PRIV,HP,HP-KLASSIK,CH,CHF,PTR-00000306,VRM-00015,direkt,MIT-00008,ANT-00002093,2011-02-01,,,2011-02-01,JAEHRLICH,LASTSCHRIFT,137.6,144.48,,5000000.0,GEKUENDIGT_VN,2013-02-01,2013-02-01,K04,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2011-01-24,
VTR-00002094,,HP-PRIV,HP,HP-KLASSIK,DE,EUR,PTR-00000755,VRM-00010,makler,MIT-00044,ANT-00002094,2011-11-01,,,2011-11-01,JAEHRLICH,KREDITKARTE,39.57,47.09,,5000000.0,GEKUENDIGT_VU,2018-04-01,2018-04-01,K10,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2011-10-02,
VTR-00002095,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000524,VRM-00025,bank,MIT-00008,ANT-00002095,2025-07-01,,,2025-07-01,VIERTELJAEHRLICH,RECHNUNG,160.86,168.91,,5000000.0,AKTIV,2025-07-01,,,3.0,2026-07-01,NORMAL,0,pfefferminz,MINT,,2025-06-14,
VTR-00002096,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000809,VRM-00019,direkt,MIT-00008,ANT-00002096,2024-02-01,,,2024-02-01,JAEHRLICH,LASTSCHRIFT,72.37,86.12,,10000000.0,AKTIV,2024-02-01,,,3.0,2026-02-01,NORMAL,0,minzia,MINT,,2024-01-29,
VTR-00002097,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000627,VRM-00003,direkt,MIT-00008,ANT-00002097,2023-09-01,,,2023-09-01,HALBJAEHRLICH,LASTSCHRIFT,72.12,85.82,,20000000.0,AKTIV,2023-09-01,,,3.0,2026-09-01,NORMAL,0,minzia,MINT,,2023-08-26,
VTR-00002098,,HP-PRIV,HP,PM-2025,DE,EUR,PTR-00000877,VRM-00003,direkt,MIT-00044,ANT-00002098,2025-12-01,,,2025-12-01,JAEHRLICH,RECHNUNG,67.17,79.93,,5000000.0,AKTIV,2025-12-01,,,3.0,2026-12-01,NORMAL,0,pfefferminz,MINT,,2025-10-25,
VTR-00002099,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000720,VRM-00003,direkt,MIT-00019,ANT-00002099,2023-04-01,,,2023-04-01,JAEHRLICH,LASTSCHRIFT,124.51,148.17,,10000000.0,AKTIV,2023-04-01,,,3.0,2026-04-01,NORMAL,0,minzia,MINT,,2023-03-26,
VTR-00002100,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000731,VRM-00014,direkt,MIT-00008,ANT-00002100,2020-01-01,,,2020-01-01,JAEHRLICH,RECHNUNG,170.8,179.34,,5000000.0,AKTIV,2020-01-01,,,3.0,2026-01-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2019-12-02,
VTR-00002101,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000932,VRM-00014,direkt,MIT-00008,ANT-00002101,2020-06-01,,,2020-06-01,JAEHRLICH,RECHNUNG,84.9,89.15,,5000000.0,AKTIV,2020-06-01,,,3.0,2026-06-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2020-04-24,
VTR-00002102,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000794,VRM-00017,direkt,MIT-00008,ANT-00002102,2025-07-01,,,2025-07-01,JAEHRLICH,LASTSCHRIFT,140.7,147.74,,5000000.0,AKTIV,2025-07-01,,,3.0,2026-07-01,NORMAL,0,pfefferminz,MINT,,2025-05-26,
VTR-00002103,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000034,VRM-00001,direkt,MIT-00008,ANT-00002103,2020-10-01,,,2020-10-01,JAEHRLICH,EBILL,82.92,98.67,,5000000.0,AKTIV,2020-10-01,,,3.0,2026-10-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2020-08-28,
VTR-00002104,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000241,VRM-00025,agentur,MIT-00008,ANT-00002104,2018-05-01,,,2018-05-01,HALBJAEHRLICH,LASTSCHRIFT,171.25,179.81,,10000000.0,AKTIV,2018-05-01,,,3.0,2026-05-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2018-03-31,
VTR-00002105,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000542,VRM-00040,agentur,MIT-00008,ANT-00002105,2015-03-01,,,2015-03-01,JAEHRLICH,RECHNUNG,217.13,227.98,,5000000.0,AKTIV,2015-03-01,,,3.0,2026-03-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2015-02-02,
VTR-00002106,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000841,VRM-00029,direkt,MIT-00008,ANT-00002106,2024-07-01,,,2024-07-01,JAEHRLICH,EBILL,54.13,64.41,,50000000.0,AKTIV,2024-07-01,,,3.0,2026-07-01,NORMAL,0,minzia,MINT,,2024-06-22,
VTR-00002107,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000220,VRM-00019,direkt,MIT-00044,ANT-00002107,2017-07-01,,,2017-07-01,JAEHRLICH,LASTSCHRIFT,54.34,64.66,,20000000.0,GEKUENDIGT_VN,2019-08-01,2019-08-01,K04,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2017-05-23,
VTR-00002108,,HP-PRIV,HP,HP-KLASSIK,DE,EUR,PTR-00000315,VRM-00010,makler,MIT-00044,ANT-00002108,2005-03-01,,,2005-03-01,JAEHRLICH,LASTSCHRIFT,51.9,61.76,,5000000.0,GEKUENDIGT_VN,2010-12-01,2010-12-01,K01,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2005-01-29,
VTR-00002109,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000630,VRM-00013,direkt,MIT-00044,ANT-00002109,2014-08-01,,,2014-08-01,JAEHRLICH,LASTSCHRIFT,79.31,94.38,,20000000.0,GEKUENDIGT_VN,2024-07-01,2024-07-01,K01,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2014-07-29,
VTR-00002110,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000711,VRM-00029,direkt,MIT-00019,ANT-00002110,2022-01-01,,,2022-01-01,HALBJAEHRLICH,RECHNUNG,49.66,59.1,,20000000.0,AKTIV,2022-01-01,,,3.0,2026-01-01,NORMAL,0,minzia,MINT,,2021-11-26,
VTR-00002111,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000607,VRM-00014,direkt,MIT-00008,ANT-00002111,2025-09-01,,,2025-09-01,JAEHRLICH,LASTSCHRIFT,97.05,101.9,,5000000.0,AKTIV,2025-09-01,,,3.0,2026-09-01,NORMAL,0,minzia,MINT,,2025-07-30,
VTR-00002112,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000708,VRM-00019,direkt,MIT-00008,ANT-00002112,2021-10-01,,,2021-10-01,JAEHRLICH,KREDITKARTE,68.64,81.68,,10000000.0,AKTIV,2021-10-01,,,3.0,2026-10-01,NORMAL,0,minzia,MINT,,2021-09-17,
VTR-00002113,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000238,VRM-00032,makler,MIT-00044,ANT-00002113,2013-10-01,,,2013-10-01,JAEHRLICH,RECHNUNG,141.51,168.4,,5000000.0,AKTIV,2013-10-01,,,3.0,2026-10-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2013-09-08,
VTR-00002114,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000432,VRM-00009,direkt,MIT-00008,ANT-00002114,2024-04-01,,,2024-04-01,JAEHRLICH,LASTSCHRIFT,47.94,57.05,,20000000.0,AKTIV,2024-04-01,,,3.0,2026-04-01,NORMAL,0,minzia,MINT,,2024-03-14,
VTR-00002115,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000172,VRM-00019,direkt,MIT-00008,ANT-00002115,2024-10-01,,,2024-10-01,HALBJAEHRLICH,KREDITKARTE,66.56,79.21,,20000000.0,AKTIV,2024-10-01,,,3.0,2026-10-01,NORMAL,0,minzia,MINT,,2024-09-19,
VTR-00002116,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000677,VRM-00028,direkt,MIT-00019,ANT-00002116,2024-01-01,,,2024-01-01,JAEHRLICH,LASTSCHRIFT,104.73,124.63,,20000000.0,AKTIV,2024-01-01,,,3.0,2026-01-01,NORMAL,0,minzia,MINT,,2023-12-19,
VTR-00002117,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000305,VRM-00010,makler,MIT-00008,ANT-00002117,2015-11-01,,,2015-11-01,HALBJAEHRLICH,RECHNUNG,45.2,53.79,,20000000.0,GEKUENDIGT_VN,2016-11-01,2016-11-01,K02,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2015-09-25,
VTR-00002118,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000500,VRM-00003,direkt,MIT-00044,ANT-00002118,2014-04-01,,,2014-04-01,JAEHRLICH,LASTSCHRIFT,67.51,80.34,,5000000.0,STORNIERT,2018-03-01,2018-03-01,K07,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2014-03-22,
VTR-00002119,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000424,VRM-00014,direkt,MIT-00008,ANT-00002119,2025-12-01,,,2025-12-01,HALBJAEHRLICH,RECHNUNG,97.3,102.17,,5000000.0,AKTIV,2025-12-01,,,3.0,2026-12-01,NORMAL,0,minzia,MINT,,2025-11-07,
VTR-00002120,,HP-PRIV,HP,PM-2025,DE,EUR,PTR-00000533,VRM-00037,makler,MIT-00044,ANT-00002120,2025-03-01,,,2025-03-01,JAEHRLICH,RECHNUNG,101.67,120.99,,20000000.0,AKTIV,2025-03-01,,,3.0,2026-03-01,NORMAL,0,pfefferminz,MINT,,2025-02-25,
VTR-00002121,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000447,VRM-00010,makler,MIT-00044,ANT-00002121,2019-11-01,,,2019-11-01,JAEHRLICH,RECHNUNG,83.7,99.6,,10000000.0,AKTIV,2019-11-01,,,3.0,2026-11-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2019-10-03,
VTR-00002122,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000917,VRM-00029,direkt,MIT-00044,ANT-00002122,2023-09-01,,,2023-09-01,JAEHRLICH,LASTSCHRIFT,78.46,93.37,,10000000.0,AKTIV,2023-09-01,,,3.0,2026-09-01,NORMAL,0,minzia,MINT,,2023-08-08,
VTR-00002123,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000824,VRM-00021,makler,MIT-00008,ANT-00002123,2014-08-01,,,2014-08-01,JAEHRLICH,RECHNUNG,65.18,77.56,,10000000.0,GEKUENDIGT_VN,2019-05-01,2019-05-01,K03,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2014-07-26,
VTR-00002124,,HP-PRIV,HP,MZ-DIRECT,DE,EUR,PTR-00000187,VRM-00009,direkt,MIT-00044,ANT-00002124,2021-12-01,,,2021-12-01,VIERTELJAEHRLICH,LASTSCHRIFT,70.21,83.55,,20000000.0,GEKUENDIGT_VN,2024-06-01,2024-06-01,K01,3.0,,NORMAL,0,minzia,MINT,,2021-10-26,
VTR-00002125,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000258,VRM-00040,agentur,MIT-00008,ANT-00002125,2016-11-01,,,2016-11-01,JAEHRLICH,RECHNUNG,88.6,93.03,,5000000.0,GEKUENDIGT_VN,2020-06-01,2020-06-01,K09,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2016-09-24,
VTR-00002126,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000704,VRM-00017,bank,MIT-00008,ANT-00002126,2015-03-01,,,2015-03-01,JAEHRLICH,RECHNUNG,157.35,165.22,,5000000.0,AKTIV,2015-03-01,,,3.0,2026-03-01,NORMAL,0,pfefferminz,HAPO,2025-05-15,2015-01-27,
VTR-00002127,,HP-PRIV,HP,HP-MODERN,DE,EUR,PTR-00000522,VRM-00029,direkt,MIT-00008,ANT-00002127,2017-04-01,,,2017-04-01,VIERTELJAEHRLICH,RECHNUNG,56.64,67.4,,10000000.0,GEKUENDIGT_VU,2020-08-01,2020-08-01,K11,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2017-03-19,
VTR-00002128,,HP-PRIV,HP,PM-2025,CH,CHF,PTR-00000318,VRM-00005,agentur,MIT-00008,ANT-00002128,2025-05-01,,,2025-05-01,JAEHRLICH,LASTSCHRIFT,168.55,176.98,,10000000.0,AKTIV,2025-05-01,,,3.0,2026-05-01,NORMAL,0,pfefferminz,MINT,,2025-04-23,
VTR-00002129,,HP-PRIV,HP,HP-MODERN,CH,CHF,PTR-00000508,VRM-00026,agentur,MIT-00008,ANT-00002129,2014-07-01,,,2014-07-01,JAEHRLICH,RECHNUNG,148.9,156.35,,5000000.0,GEKUENDIGT_VN,2019-03-01,2019-03-01,K06,3.0,,NORMAL,0,pfefferminz,HAPO,2025-05-15,2014-06-19,
